5507,P+,  @germanyanke Revista de Prensa (ABC Punto Radio  20 de diciembre) http:tcoT65u7eWT Se me hace corto Es que me gusta oír a Germán más
5508,N+,  Es verdad que suena un poco a coña hacer públicas las cuentas de la Casa Real el día de los inocentes
5509,P+,  Amigos vale todode cualquier año
5510,N,  @La_SER Mirad enfermos mentales del Clinico #Malaga en los pasillos #sonpersonas  http:tcoFoqZ3Q9d
5511,P+,  Qué listo es tu padre @inmarbi @pedroj_ramirez  mi padre se ha regalado la suscripcion a ORBYT #christmasfacts
5512,N+,  Ya ya RT @UnaMujerDe40 No debería llamarte la atención @mariviromero La hipocresía existe
5513,N, Couso  Se pondrá el tiempo amarillo sobre su fotografía  (Miguel Hernandez) Un abrazo a la familia
5514,NEU,   En @La_SER @garciapage dice q se presentará  si llega al convencimiento de q las 2 opciones se anulan y son malas para el partido
5515,P, Rajoy quiere que España vuelva a tener relevancia en Europa http:tcoRGhPlkBR
5516,N+,  Ocampo  Pensar que Joseph Kony va a dejar de secuestrar niños no tiene fundamento  http:tcoDlXTg5lv via @rtve
5517,N+,  El primero @elmundoes La juez envía a prisión al exdirector de Trabajo andaluz imputado por el caso de los ERE falsos http:tcoOadFKKj2
5518,NONE,    Sobre el divorcio sin abogado procurador ni juez http:tcompEaRrIa
5519,NEU,   Manifiesto del #PSOE ante la huelga http:tcort6r7mrW
5520,N+,  Cascos critica la supresión de los fondos mineros  cuando en el Congreso ha votado la investidura y los recortes de Rajoy FALSEDAD
5521,N+,  Me parece muy injusto la sentencia del juicio de marta del castillo
5522,N, Hay dos cosas infinitas  el universo y la estupidez humana aunque de la primera tengo dudas Einstein
5523,NEU,   Guindos propone controlar a las autonomías y Montoro le matiza http:tcox5xsRBwD Ya me extrañaba a mi
5524,P, Claroo Que hay pero todavia no ;) RT @jdanilopez77 @AlejandroSanz Entonces queaa Hay discoaa
5525,N+,  Irene Villa   El aborto no es un derecho de la mujer es un martirio  @TelediarioInter 20:30
5526,P, Salvo que en la próxima media hora cambie  Rajoy ha conseguido lo que nunca lograron Aznar ni Zapatero que no se filtre su Gobierno
5527,NONE,    En unos minutos comenzamos el Consejo de Gobierno #CLM
5528,NONE,    La Bullipedia de Ferran Adrià  http:tcomP98KgWc via @elmundoes
5529,N, En @hora25 a las 2200 el análisis de la cifra del déficit que acaba de anunciar Montoro El 8 51%
5530,P, Hoy ha sido (aún es) el cumpleaños de @iescolar No creas que iba a acabar el día sin decirte Feliz Cumpleaños
5531,N, Manipula el término transparencia para el ajuste y el castigo a la inversión y los servicios públicos El gobierno interviene la política
5532,N, El ferry accidentado en Formentera no encalló Aterrizó http:tco2IdLPQEb
5533,P+,  Anoche jugando hasta las tantas a  atrapa un millon  con @_Aliflor_  y @Wallchairfloor Me encanta http:tcox0vPFfcz
5534,P+,  Y mil #FF más para ella RT @fernandomorales Mi #FF es único  exclusivo e intransferible para @sanchez_sonia por muchas cosas #hedicho
5535,N+,  Que fuerte RT @europapress_es Un atentado en una iglesia nigeriana durante la misa de Navidad deja 19 muertos - http:tcorn7FFjyF
5536,NONE,    Semáforo http:tcom0JpXQ4v
5537,P+,  GRACIAAAAAAAAAS OS AMOOOOOOOOOO
5538,P,  Noticias descombacantes está disponible http:tcopdWFYyRa  Historias del día por @secundelarosa @iwanttobefreak @isaachacksimov
5539,NONE,    Menos palabras y mas hechosInauguración con tirón de orejas SURes http:tco6f4100iV
5540,P, 38 Congreso Empezamos a dar las respuestas http:tcot3QsiERW
5541,P, Para disfrutar no sólo del sexo sino también de su misterio hay que ser  además de voluptuoso  curioso  inquieto  un poco desasosegado
5542,P+,  Me ha dicho un pajarito por aquí que @RecioManolo es el jefe de campaña 20 de @PepeGrinan ;-)))) equipazo ;-)))
5543,N+,  El ministro de Industria paraliza las infraestructuras de los fondos mineros escudándose en la baja ejecución d gobierno del PSOE Excusas
5544,P+,  K pedazo d golazo del crack Ramosbauer :)))))
5545,N, En Cataluña prohíben a los médicos atender en castellano y mossos y funcionarios sacan banderas españolas pq la provocación funciona Q país
5546,P+,  La bici como fuente de felicidad http:tco3VQ571Yq
5547,N, Corría el rumor d q el ministro d Economía iba a ser Luis Garicano  catedrático en la London School Pero me lo desmiente quien lo sabe
5548,P+,  Interviene ahora @esperanzaona   el día 25 por la noche volveremos a ganar en #Malaga   #elcambioandaluz http:tcoNJs23BLG
5549,P+,  Muchas gracias RT @sangaruz @sevillajordi Me ha gustado su intervención en radio nacional
5550,NONE,    La candidata del PP en #Asturias dice que  nadie en solitario puede liderar una región   por quién lo dirá
5551,NONE,    Buenas noches He salido a acompañar a mi visita y había llovido  y me he dado cuenta de que ya no me acordaba cómo huele después de llover
5552,P, A ver si ahora el Atleti va a golear en todos los partidos y nos va a quitar la ilusión por el sufrimiento y por el fútbol a los atléticos
5553,N, Aquí tenéis a @reciomanolo   a esto se dedica #EREs http:tcoaw8MnglG
5554,NONE,    Gallardón insiste en que  la amnistía no cabe en la Constitución
5555,N, LOL RT @ProfesorTweet El co-fundador de Twitter  Biz Stone  ha advertido que pasar muchas horas usando esta red puede ser  poco saludable
5556,P, RT @PwC_Spain Estado ahorraría más d 1000 mm al año con la puesta en marcha de centros de servicios compartidos http:tco0UmOBSyT #PwC
5557,N, #canariosaislados El tajo en 65 millones de € de la subvención al transporte de residentes enciende Canarias  Baleares  Ceuta y Melilla
5558,N, Marchas contra la reforma laboral El cierre del 17 congreso dl PP Los Goya Os lo contamos en unos minutos en @informativost5 Os esperamos
5559,P+,  Que quede claro la propuesta para el #17CongresoPP no es excluyente  ni ofensiva  ni va contra el cristianismo  que respeto profundamente
5560,P+,  Aunque en menor medida  también lo son muchas que no son madres ;) @ejoana Supermujeres Gran post de @virginiapalonso http:tcoSUTdmagF
5561,P+,  RT @Humbertoelgato Gracias @paurubio por la buena vibra Abrazos y muchos éxitos Foto http:tcoqVGIhi4c
5562,NEU,   El barco de Jack y su gemela que nostalgia de clima Muy buenas noches followercetes  http:tcoxgZJIoyW
5563,N, Nada  seguimos sin noticias de Rajopy Y  efectivamente  Chequia dice NO al Pacto Fiscal
5564,NONE,    En unos minutos @javierarenas_pp en @La_SER en directo
5565,P, Buenos días inocentes todos Así amanece Madrid http:tco8VAm4lYt
5566,N, En el blog Lágrimas tecnócratas http:tcoY7K9awBr
5567,P, Agradezco a trabajadores y sindicatos la desconvocatoria de la huelga en el aeropuerto Me he comprometido a mediar #sevillahoy
5568,P, Y más la semana según BVocal y el hallazgo de la temporada inesperado consultorio eléctrico con Enrique  http:tcoqbNC9FrY via @rtve
5569,P+,  Un sistema económico q recorta dinero para prestaciones sociales y refuerza con billón y medio d euros a los bancos  no necesita repensarse
5570,NONE,    Portada La Razón http:tcoKwBYurwX
5571,P, Quien avisa no es traidor Quedan sólo 10 funciones en madrid d #yeswespainISDIFFERENT y t lo vas a perderaa Te espero;)
5572,NONE,    Esperamos ver en q se concreta la reforma sobre el tema d aborto q ha anunciado Ruiz GallardonHay q derogar la actual para empezar a hablar
5573,N, El mensaje de Chacón está bien claro elegir a Rubalcaba es aplazar la salida del hoyo Lo vocea
5574,P, @marianorajoy   haremos las reformas con justicia  sensatez y sentido común   #17congresopp
5575,P+,   Venceremos  buen día a enfermos  a médicos  a todos los luchadores#tengocancer
5576,NONE,    Se han callado Habrá pasado algo
5577,NONE,    Importante lo que dice de la Infanta Un magistrado del TS  Si hay que meter a Urdangarin en prisión  se le mete  http:tcoGtRrUbcP
5578,NONE,    http:tcoEfjkJmAW @agenda_db
5579,N+,  X favor una fotografía de Marín para elcongreso x 27000€urazos No son muchos euros para una foto Vía @elEconomistaes
5580,NEU,   @RosEnrique @PaulaVazquezTV leer Esta sobrevalorado  besos desde Malaga eso es que lo has practicado poco
5581,NEU,   Oña exige las mismas condiciones a Fuengirola para ampliar su puerto  http:tco578MGHdq via @elmundoes
5582,N, vergonzoso  littleboy@Suanzes @PilarGGranja Lo que sorprende no es que quieran serlo Lo que sorprende es que lo digas en voz alta
5583,N+,  Los cvientíficos se quejan de los recortes  pero el despilfarro es total Os lo contamos en el Top secret @TelediarioInter 20:30
5584,P, Miles de gracias a los cientos d comentarios positivos sobre #jackysugemela (tambien a los 3 comentarios negativos al menos la han visto ;)
5585,P, Esta noche estaremos en la final de  La Voz México  no se lo pierdan  Abrazoo
5586,N,  El traspaso fue cordial  pero no completo  dice la vicepresidenta Ya no es  modélico  #CMin
5587,N+,  Un ajuste como el aprobado por el Gobierno va a hacer que la economía se pare más Rubalcaba en @La_SER
5588,NONE,    Con la entrada de La O terminó el Viernes StoMañana El Sol Servitas Sto Entierro y La TrinidadEn @giraldatv volvems a las 16:30hNos vems
5589,NONE,    El voluntariado invisible http:tcoCD64WfZF #DiaDelVoluntariado
5590,N, @GarciaAller El País justifica así su articulo Chacón y Compañía del domingo pasado http:tcoXza1uiEv Mas bien entona el mea culpa
5591,N, ya @isaacj @PilarGGranja es como si el PSOE os retira la acreditación por criticarlos
5592,N+,  Esto es para los gilipollas del que me dices Xq es del antiguo inquilino imbeciles
5593,N, Que un restaurante tarde 30 min en tomarte nota y otros 30 en servirlo  es slow food o es una tomadura de pelo
5594,N, De modo q @pepegrinan entra a presidir la Junta de Andalucia tras la marcha de Chaves y todos calladitosy ahora a freír a Ana Botella
5595,NONE,    No seríamos #logroñocapitalgastronomica si no es por esto http:tcoTP19RDr7
5596,P+,  Una gran historia Revilla se reune con el etarra que le secuestró http:tcoMG1cQVqo #ETA
5597,NONE,    Vooooy
5598,NONE,    Bueno  toca trabajar un poco Hasta luego
5599,P, Aquí estoy leyendo sus mensajes   GRACIAS a todos por estar y recibir La Seal
5600,NONE,    Hoy m acompañan en @13tv_AlDia @13television Pilar Gómez  Montse Suárez  Enrique Martínez y Ana Pardo de Vera
5601,N+,  Total  que los vándalos y el vandalismo han tomado la calle Vale
5602,NONE,    Portada QUÉ  http:tcol8PEbXU2
5603,N, Juassssssss alternativo Luciano Alonso y Marisa Bustinduy de verdad pensba q no podian ni hacerse esta foto http:tco53gFjTRf
5604,N, Con la agitada vida erótica de Isabel Pantola  según T5  no sé cómo ha tenido tiempo para grabar discos
5605,P+,  Buenos días ;-))
5606,P, Lista para descargar en tu móvil o tableta la aplicación oficial de@giraldatv para la #ssanta12 GratisTV de servicio pco para #sevillahoy
5607,P+,  Mucho animo Vamos muy muy bien RT @MariajePR Buenas ya muy cerca de Bilbo @ElenaValenciano @_Rubalcaba_ @AAlvarezAlvarez @patxilopez
5608,N, Buenos dias En el coche direccion aeropuertoque frio hace en barcelona por dios
5609,N+,  El Tribunal Supremo cita a 2 ex altos cargos de Fomento por el pago de 200000 euros al ex ministro socialista Blanco http:tcoPVSK8VBv
5610,P, http:tcoNcywwjNapara aquellos que quieran ver un resumen de lo que fue mi concierto en Ensenada aquí está el #videocapítulo
5611,NEU,     no me gustaría ver crecer a mi hijo y verle desesperanzado con la vida  por eso tenemos que trabajar mucho ahora  @sorayapp
5612,NEU,    preguntamos tb  es el equipo De Guindos - Montoro - Báñez el idóneo para sacar a España d la crisis  será capaz @13television
5613,NONE,    Mañana es el día d las bromitas e  inocentadas Parece q ese día todo el mundo hace bromas porque es cuando dan  permiso  #bromastodoelaño
5614,N, @DiegoMazon78 tutururú
5615,N, Algunos hablan de que ha desaparecido Cooperación Internacionalpero qué BOE han leído SECRETARÍA DE ESTADO DE AAEE y COOPERACIÓN
5616,N+,  Manjón Estaríamos encantados de que hubiera sido ETA y que el explosivo fuera tytadine pq así podríamos pertenecer a cualquier gobierno
5617,NONE,    @JolieSoleil   y qué me dice de Spain is differentMucho bueno vinoLo más guay de España son las españolas #trombosis #caos #shock
5618,P, No sé si será convincente pero le hemos preguntado hoy a Gallardón en una entrevista qué ha querido decir esta mañana
5619,NONE,    Guía práctica de la Agencia Europea de Seguridad de las Redes y de la Información para usuarios de Cloud Computing http:tcor3e5ROqY
5620,P, Gracias mi gente de bellezuela os quiero RT @asanzvenezuela Queremos escuchar en @GigaBlog881  (cont) http:tco2xvE0ecv
5621,NEU,   El Supremo rechaza abrir una cuarta causa a Garzón  por su instrucción de la  Operación Nova  http:tcoNmRqHWNK
5622,NONE,    Portada ABC http:tcojnOGgot2
5623,N+,  La reforma del desPPido Un video imprescindible #STOPreformalaboral http:tcoZeX9s6ch
5624,N, RT @eaparicio1991  Hasta que no solucionemos la crisis política no saldremos de verdad de la crisis  @Albert_Rivera Tome nota @marianorajoy
5625,P+,  Gracias #VisitaElHierro RT @sanzchile @AlejandroSanz Para los que no sabíamos mucho sobre la isla http:tcoaUKiQsUe
5626,P+,   Y Rafa saluda a todo el equipo argentino Qué talla de campeón
5627,N, El tono duro y sin concesiones de la réplica de Rajoy a Amaiur anuncia cómo encarará esa relación Será lógico pero a lo peor no
5628,N,  Qué opina Inma Castilla de Cortazar sobre el numerito de Bildu en la ETB Estará con nosotros en el @TelediarioInter 20:30
5629,P+,   Feliz Navidad  Hoy de paseo con la famili Anoche fue genial  risas  villancicos  regalos me acabo de despertar #notedigonaytelodigoto
5630,N+,  Mis #trolldeldía de hoy (competición muy reñida) En el número uno  el resistente a la dictadura de ZP http:tcowUZTddEZ
5631,P+,  Ya vereis que si Eso lo lleva Rocio Pero estoy seguro Un besito RT @AmoresDeSanz (cont) http:tcoCVNNQyNg
5632,P+,  RT @Nosesiaporto Vamos Chilenos  ultimo esfuerzo al banco queda poco y lo lograremos La teleton te necesita
5633,NONE,    Buenos días #Andalucia  @javierarenas_pp #elcambioandaluz  http:tco7O0N1lL6
5634,N+,  Montoro clama ahora x una política de luces largasy sigue con el rafa rafa de la pinderacion
5635,N, Gobierno de Asturias en el aire El órdago de Cascos se enfrenta ahora al escaño 17 logrado por el PSOE (voto emigrante)
5636,P+,   Qué tal está siendo vuestra experiencia como usuarios de las películas gratis en Orbyt Yo he visto ya alguna escena de las 7 primeras
5637,P+,  @Sandrasevillana @David_Busta Estarian bien unas buenas noches de las tuyas hoy las necesitoo te adoroo mi cielooBUENAS NOCHES
5638,P, Contadmelo despues primo Quiero saber como les fue Son muy buenos RT @patapizarro (cont) http:tcoMorVZUxc
5639,NONE,    Art 12 de a Pepa La religion de la Nacion española es y será perpetuamente la Católica Apostólica Romana única verdadera
5640,N+,  Rajoy&Duran apoyan subida d impuestos a todos ls españoles justo lo contrario d lo que dijeron hace 2 meses antes dl #20N #pepevergencia
5641,N+,  Precisamente porque creo en la separación de poderes  me repugna el proceso inquisitorial al juez Garzón con inhabilitación preventiva
5642,N+,  Y a mi también @chefidiaz Me da vergüenza leer ésto http:tcouUfsEpBW
5643,P+,  La entrevista en Expansión a una mujer extraordinaria http:tcoek22glcO
5644,N, Hoy en @hora25 otra pillada de Rajoy   Vivo en un lío   ha dicho  y las declaraciones surrealistas de algunos de sus ministros
5645,NEU,   Guindos anunciará hoy criterios de gobierno corporativo Espero que acaben con la mangancia de los políticos que cobran de las Cajas
5646,NEU,   Lo único que se dirime desde hoy en el TS es si un juez debe respetar la ley Es decir si se puede delinquir al perseguir delitos
5647,NONE,    Sondeo de Ipsos Eco consulting en Andalucía PP  52-55 escaños PSOE 45-48 IU- 8-10 La mayoría absoluta está en 55 escaños
5648,N+,  Hubo un tiempo en que la capacidad profesional  el valor y la admiración no se medían por la Cuenta Corriente
5649,N, Da igual que o sea corresponsal político con acreditación permanente Prensa del Congreso a la suya  deja a los periodistas en la calle
5650,P+,  Desde 2010 hemos apoyado a los sectores económicos con más de 14000 millones (10% PIB)Ninguna CCAA ha tomado tantas medidas #debateAND
5651,P+,  En #Castillo d Bayuela con Pilar y Felipe y homenaje #Jose Fdez Pulido  con @carolagudo dip C-LM y #dipu provinciales http:tcoGmQkFwjy
5652,N, El Gobierno traslada informalmente que sus previsiones de déficit son las mismas  Desmiente a la fuente de Reuters
5653,NONE,    En unos minutos intervengo en un acto con mujeres en Dos hermanas Os dejo con mi equipo
5654,P+,  Los andaluces tenemos dcho a conocer otro gobierno  un gobierno de los mejores  el gobierno del cambio con @javierarenas_pp y el @ppandaluz
5655,NONE,    Entre Cayetano en  Salvados  y Urdangarin en  Ya me salvo yo   vaya 24h para la aristocracia
5656,P, Estoy con mi Carta A los más jóvenes os sorprenderá Trata de amores y barcos (Hoy y mañana aun podéis haceros de Orbyt por muy poco)
5657,P+,   La risa ilumina las almas que están bañadas de tristeza  la sonrisa es la tibia caricia para la helada soledad WH Patrick
5658,P+,  Enhorabuena @ManoloCastillo  ;-))))))))) ganas de tenerte cerca de nuevo ;-))
5659,NEU,   Tranquilos por muy mal que se pongan las cosas seguro que viene Pepe y lo arregla en  dos patás
5660,NEU,   Gran expectación en La Moncloa Esperando los recortes #CMin http:tcoyRFj1flo
5661,N, Ah Q me dicen q @villarrubiapsoe se presenta a SG PSOE Castilla y León y claro para ganar titular necesita insultar a Aznar #pobrecillo
5662,N, La sec Gral del PP afirma que la estrategia del Psoe no es seria ni adecuada  dos meses después de dejar el poder
5663,N+,  El ahorro d las familias españolas bajó en 2011 xq perdieron poder adquisitivo (precios subieron +q renta disponible)
5664,N, @Juandecolmenero No lo he visto A ellos les parece ambiguo y dicen q no lleva membrete oficial
5665,NONE,    Orden del Día del Pleno del Congreso de 10 de abril  con preguntas http:tcouEC4LYKG
5666,N, Adiós al día en el q casi ha culminado el  destape  dl Estado de Bienestar q nos va a quedar después d q se lo gastasen casi todo
5667,NONE,    El cortejo de Rajoy con CiU y PNV prosigueacaba de decir que está a favor del  hecho diferencial
5668,NONE,    http:tcoqyUKZ2vy - Soundcheck Juan Carlos Jimenez Logroño
5669,NONE,    Ya salio el sorteo de la eurocopa 2012: españa italia croacia e irlanda A por ellos
5670,N+,  Es ridículo q Rubalcaba diga q prefiere recortar en Defensa q en Educación  cuando su Gobierno ha dejado una deuda d 30000 M d € d Defensa
5671,NONE,    Empezamos @linternacope desde Zamora y hablaremos de la Cumbre de Bruselas y la violencia callejera
5672,N, Rt@AlbertoFreireB VIVA ESPERANZA AGUIRRE  Aguirre reduce de 3500 a 700 el número de liberados sindicales en Madrid  72M € de ahorro
5673,NEU,   2 periodistas británicos Nicholas Davies y Montgomery-Johnsonque retenidos por milicia de Misrata Libia  sospechosos de espionaje  liberados
5674,P, El empeñodedosmujeres hace de Holiday World una empresa familiarmente responsable http:tcorfogRans
5675,N, De esos sólo en el cementerio @Mercado2dMayo @pedroj_ramirez @lasantacova @pedroj_ @elmundoes Lo que gustaría ser es Senador Perpetuo
5676,N, Los resultados preliminares en Egipto auguran un profundo cambio con consecuencias regionalesFalta voto rural q atenuará algo resultados
5677,NEU,   Me alegra que el club recurra mi segunda tarjeta amarilla porque a pesar de que algunos no paren de revolcarse  ni le tocoBuen día senor@s
5678,P+,  Mi primer recuerdo y mi homenaje hoy a las víctimas de los atentados del 11M RbCb
5679,NONE,    El día en que Merkel dejó de ser socialista  por @basteiro  http:tcod8maTpKo
5680,N, Ya q @AntonioRNaranjo ataca con una rubia  yo respondo con otra  http:tcoNoyE7ie3 vía @youtube
5681,N+,  Está claro que con Marta del Castillo no se ha hecho justicia Ni se ha condenado a los culpables ni se ha dado http:tcokWAkcOr2
5682,P,  Tu huella es mi paz y tu horizonte es mi temor  pero tu huella es mi paz
5683,NEU,   RT @esNoticia Libertad Digital &gt La Guardia Civil detiene en Andoáin a dos etarras http:tcoRTXUIbJw
5684,NEU,   Termina la cumbre de Marsella #Rajoy ofrece compromiso con el déficit y exige capacidad de decisión para España
5685,P,  Noticias descombacantes está disponible http:tcopdWFYyRa
5686,P+,  Ya somos dos ;-) RT @GanasdeVivir Tras un día precioso #GanasdeReflexionar
5687,P, Igulmente #FF RT @javiercreanto Queridos malageños felices fiestas @Soastec @Blocdeesbozos @jakarrion @mariviromero
5688,NONE,    Interior reestructura la cúpula de la Guardia Civil a una semana del cambio de gobierno
5689,N, No se ha aprobado la ley Sinde
5690,P, La intermodalidad permite el acercamiento de negocios y la creación de nuevos servicios  lo que supone impulsar (cont) http:tcozruLqtye
5691,P, Todo mi apoyo a los compañeros de #Público Hay grandísimos profesionales en ese periódico Por el bien de la pluralidad ojalá sobreviva
5692,N, La nota de Manjon está creando confusión El 75% de víctimas están en AVT o en la Asociación de Ayuda q piden q CCOO-UGT elijan otro día
5693,P+,  Felices Pascuas para todos  Happy Easter to all  Buona Pasqua a tutti
5694,P, Hemos aceptado la enmienda del PP y el PSOE a nuestra PNL sobre el IVA superreducido de los ebooks Todos los grupos votaron a favor  @UPyD
5695,N, @sevillajordi de acuerdoIndignante
5696,N, Viendo el debate donde el presidente iba a dar la cara para explicar su subida de impuestos  Qué cambiado está Rajoy http:tcouO5mNPRD
5697,NONE,    Hola London http:tcoH25iY7Ut
5698,N, En el blog Un Gobierno despolitizado http:tcou1gAB1OQ
5699,N+,  El PP tira la piedra y esconde la mano De Guindos anuncia nuevos gestos de pleitesía en al UE  mediante  reformas en sanidad y educación
5700,NONE,    Noelia  Noelia  Noelia@njimenez79  Me parezco a @pedroj_ramirez en el manejo del iPad A ver si empiezo a parecerme en lectores
5701,P+,  muy muy positivo ;-)) @adelautrera @mariahuelin @mariviromero #akelarrepositivo
5702,P, @ccifuentes @rafaminer @davidserrato1 @pepegrinan @JoseantonioJun buenas noches ;-)) a ver si te veo mañana
5703,P, Ban Ki-moon  secretario general de la ONU  pide a las autoridades egipcias que aceleren el ritmo de las reformas democráticas
5704,NEU,   Qué es el periodismo sin indiscreciones De verdad periodismo no es pasar a Windows un comunicado oficial
5705,P, En Berlín me entero de la absolución de Camps  Y ahora  qué
5706,N+,  Acabo de presenciar la agresión de piquetes a ciudadanos que no quieren hacer huelga en Gran Vía  #abajolospiquetes
5707,NONE,    Desde luego  a día de hoy  si hay un grupo de los minoritarios que reglamentariamente puede serlo es #Amaiur
5708,N+,  En la lucha contra la corrupción nuevas figuras por despilfarro Primero impulso a la fiscalía y utilizar las  figuras delictivas que ya hay
5709,P+,  Tu mas ;-)) RT @FdoFrances @PepeDamianRS @mariviromero @naranjoisabel #FF os tenéis el cielo ganado por ser tan buenos
5710,P+,  @JuanMa_Moreno   en las próximas semanas reforzaremos dl Plan Concertado de Servicios Sociales con los Ayuntamientos  http:tcoOEoYb7XZ
5711,NONE,    Rematado para @Semanaldigital   El estilo Rajoy según la doctrina Lillo   es más importante jugar bien o hacer jugar bien a los tuyos
5712,P, Deseo que llegue el final del terrorismo Defiendo la libertad sin plazos  que los terroristas se disuelvan y pidan perdón a las víctimas
5713,P, RT @casastorcida Son las 0808 y a duras penas contengo la emoción La Fiesta  Padilla y @ABCPuntoRadio  en directo Cuento los segundos
5714,NONE,    A las 19:30h estaré en  Te doy la tarde   el programa de Nieves Herrero en @13Television
5715,P,  La verdadera seriedad es cómica  Niall Binns retrata a Nicanor Parra  premio Cervantes http:tcoAxYtQ1by
5716,N, @Ricardo_Witt @hermanntertsch @PilarGGranja @mcuquerella Nos pegan  nos vetan  en fin  ladran luego cabalgamos
5717,NEU,   Buen comienzo del año bloqueados cuatro sectarios de extrema derecha q se creían en posesión de la verdad
5718,N, Por lo que veo  la respuesta de la derecha a los recortes sociales q preparan va a ser  tú  calla que eres socialista  GRAN argumento
5719,N, Se necesita sangre de los grupos 0- y AB- en los hospitales madrileños http:tcofP4dxdmT
5720,N, cuando hablo d listas públicas me refiero a listas q pudiera pedir al juez una mujer q estuviera siendo maltratada Su pareja ya maltrató
5721,NONE,    Hasta mañana a todos o hasta dentro de unas horas más bien
5722,N+,    Ha destruido el @PSOE el futuro de una generación entera d españoles  Editorial 2030 @13tv_AlDia @13television
5723,P, Un beso RT @nereaalzola Como liberal me enorgullece ver nuestra pluralidad y debateComo católica debatimos cuando quieras Bss
5724,P+,  #38Rubalcaba conseguir la unidad de tod@s l@s socialistas y cambio  resumen mi proyecto
5725,P+,  Con Fina  mi mujer  amigos y el reparto de  Iceberg   nueva película de Gabriel VelázquezPor Gabri no pasan los años http:tcon2chJhTr
5726,N+,  La parte en la que rechaza condenar por  daño a la integridad moral  (callarse dónde está el cadáver) me parece la más endeble
5727,NONE,    SOLO QUEDAN 7 DÍAS
5728,P, @javierarenas_pp #PROPONE Reforma educativa y Pacto x la Educación para que sirva a varias generaciones #votaPP
5729,NONE,    En Periodistas 21 Medios hiperpersonalizados http:tcoOQxo9GQk
5730,P+,  Encantada :-) RT @lastjueves En el Top10 de los políticos nacionales tuiteros @ccifuentes http:tcoLt4ng2qf q nos visitó 2 veces en 2011
5731,P+,  @aarbeloa17 VAMOS ESPARTANOS;-)
5732,NEU,   Un repor de @SextaNoticias RT @frec_digital laSexta estrena el documental  #Urdangarin La caída del yerno perfecto  http:tcoYYCM9hl4
5733,P, Aprobado también el Proyecto de Ley de Estabilidad Presupuestaria Reforma estructural para no vivir situaciones como la que hemos vivido
5734,N+,  Garzón en su comunicado nos dice que con él se acaba la justicia ante la corrupción en España Tan humilde como revelador del personaje
5735,P, Pues en eso estoy RT @DnLTheProvider @AlejandroSanz Cuando sacas un nuevo ALbum la fanaticada esta esperando #Kieromusicaa
5736,N, La banca encuentra otro negocio compra las facturas de los proveedores de los Ayuntamientos Que no se diga q no ayudan a las pymes
5737,N, Rubalcaba dice ahora que  si el PP sigue retrocediendo   él planteará revisar acuerdos con la Santa Sede #38CongresoPSOE
5738,P, Organizaciones agrarias aplauden recuperar el M de Agricultura para dar mayor atención al sector  http:tcojOHrHVtG vía @europapress_es
5739,NEU,   Con el PSOE Extremadura formaba parte de la candidatura olímpica Con el PP se acabó Como la prioridad del AVE  los vuelos  las energías
5740,P, Después de rechazar liderazgos personales  la frase  Yo seré un lider socialista fuerte  a mí no me van a quebrar
5741,N+,  Cascos convoca elecciones en Asturias para el 25 de marzo  con las andaluzas Le puede salir el tiro por la culata
5742,P+,  Amigos esto marcha vamos a cumplir todos nuestros objetivosLos perros dl camino ladran porqe no soportan nuestro avancePalante vamos bien
5743,N+,  La persistencia en las políticas de recortes y la reforma laboral aumentan la recesión q nos lleva en 2012 a 6 millones de parados
5744,P+,  Para @colegas educar en valores no es gastar mas Es planificar una estrategia seria y coordinada #LGTB @esperanzaona @rafa_moral
5745,NONE,    El concierto de Cáceres es el 2 de marzo   y las entradas salen a la venta el 23 de enero saludos
5746,N+,  Está la cosita muy mala Wolverine no es lo que era http:tcoWAlMsg0l
5747,P+,  Interesante militantes @PSOE q votan delegados Congreso RT @ReginoMateo Guadalajara  abriendo camino http:tcoPWPGYClW V @martagaston
5748,N+,  Ni cien días de cortesía huelga general ya http:tcodSoVebC8 vía @elimparciales
5749,P+,  El Gobierno se compromete con una Sanidad pública  gratuita y universal http:tcogcfFOXUZ (vía @PPopular)
5750,P+,  @marinitaMF @Edurnity Ojo  que yo me apellido  Molas   tal cual y no es bromaen serio Como Mola Jajjaja
5751,NONE,    Mi familia para @VanityFair España http:tcoq6tdYrPT
5752,NONE,    Exactamente Ahi se fraguo el rock Andaluz como movimiento RT @7art_films @AlejandroSanz @manuelatoco13 plaza  http:tcogLn42uyG
5753,NEU,   B Días El parlamento griego aprueba los ajustes que posibilitan un nuevo plan de ayuda de 130000 millones Arden las calles de Atenas
5754,NONE,    Promesas electorales para periodistas y su público RT @AJEnglish Guatemala A new era of security http:tcodzTEwwDH
5755,NONE,    En la reunión de la Red de Ciudades Inteligentes que hoy se celebra en Logroño http:tcoG97s1cpC
5756,P,  Noticias descombacantes está disponible http:tcoGtjLld7K
5757,NEU,   A los que defienden a Garzon y pretenden saltarase la ley editorial de El País de 1995 http:tcoHX340iYg muy recomendable lectura
5758,P+,   El cuaderno de Maya  me tiene enganchaíta Primer libro que leo de Isabel Allende y me gusta mucho
5759,NONE,    Uff Ni idea RT @ValeSanz1 @AlejandroSanz donde fue esta foto :) http:tcodYGkDYMP
5760,N+,  Embajada EEUU en Kabul bloqueada y viajes suspendidos ante la violencia desatada x quema de CoranesManifestantes gritaron muerte a América
